540795              ,Dynamic Cables ,10,2003,22.013999999999999,49.685499999999998,428.59010000000001,18.322199999999999,8.3230000000000004,0.25,1.4133,16.75,    ,0,0,,0,0,0,0,74.060000000000002,0,0.02,0.57699999999999996,58.226999999999997,36,178.0043,0,Cables - Power/Others,26.449999999999999,16,-1073442796,247
540651              ,Jigar Cables*,10,2003,7.032,19.503900000000002,12.1197,0.2044,0.29070000000000001,0,0.20349999999999999,1.49,    ,0,0,,0,0,0,0,50.789999999999999,0,0,0.191,17.052600000000002,31,19.694299999999998,0,Cables - Power/Others,24.25,14,-1073442796,247
539760              ,Relicab Cable Manufa*,10,2003,5.4015000000000004,16.029499999999999,12.276400000000001,-2.1318999999999999,-3.9470000000000001,0,1.0330999999999999,0,    ,0,0,,0,0,0,0,55.060000000000002,54.479999999999997,0,4.0000000000000001E-2,22.686399999999999,47,28.285900000000002,0,Cables - Power/Others,42,31,-1073442796,247
540652              ,Captain Technocast*,10,2003,10.210000000000001,12.4526,34.397100000000002,1.7492000000000001,1.7132000000000001,0,0.29060000000000002,13.75,    ,0,0,,0,0,0,0,72.079999999999998,0,0,0.26400000000000001,17.9696,23,21.217500000000001,0,Castings/Foundry,17.600000000000001,15,-1073442796,247
541929              ,Synergy Green Ind ,10,2003,14.130000000000001,21.740200000000002,207.87459999999999,3.3277000000000001,2.3551000000000002,0,1.7436,10.83,    ,0,0,,0,0,0,0,73.930000000000007,0,11.91,0.26300000000000001,117.279,100,156.56950000000001,0,Castings/Foundry,83,66,-1073442796,247
539314              ,Universal Autofoundr ,10,2003,8.1099999999999994,27.648299999999999,88.318200000000004,-4.0542999999999996,-4.9992000000000001,0,1.2759,0,    ,0,0,,0,0,0,0,59.5,0,0,0.17000000000000001,42.6586,54,71.224900000000005,0,Castings/Foundry,52.600000000000001,22,-1073442796,247
542012              ,A-1 Acid*,10,2003,10,37.770499999999998,121.4757,3.1038000000000001,3.1038000000000001,0,0.1142,8.2100000000000009,    ,0,0,,0,0,0,0,70,0,0,0.192,69.099999999999994,76,72.843199999999996,0,Chemicals - Inorganic - Others,69.099999999999994,50,-1073442796,247
AMBANIORGSM         ,Ambani Organics*,10,2003,5.0785999999999998,33.717300000000002,72.871300000000005,1.5162,2.9855999999999998,0,1.1237999999999999,8.8499999999999996,    ,0,0,,0,0,0,0,72.659999999999997,0,0,0.161,23.412600000000001,62,40.096400000000003,0,Chemicals - Organic - Others,46.100000000000001,42,-1073442796,247
HINDCONSM           ,Hindcon Chemicals*,10,2003,10.238099999999999,30.124600000000001,44.459000000000003,3.0640999999999998,2.9927999999999999,0,9.4999999999999998E-3,9.9299999999999997,    ,0,0,,0,0,0,0,66.159999999999997,0,0,0.245,26.6191,26,23.985600000000002,0,Chemicals - Others,26,8,-1073442796,247
540550              ,Yug Decor ,10,2003,4.1696999999999997,14.591799999999999,17.395099999999999,0.59499999999999997,1.4269000000000001,1.3999999999999999,0.43830000000000002,9.7699999999999996,    ,0,0,,0,0,0,0,68.129999999999995,0,0,0.14399999999999999,13.3849,32,16.031600000000001,0,Chemicals - Others,32.100000000000001,19,-1073442796,247
ARVEESM             ,Arvee Laboratories ,10,2003,11.02,14.9382,45.418700000000001,2.2269000000000001,2.0207999999999999,0,0.11600000000000001,13.52,    ,0,0,,0,0,0,0,73.5,0,0,6.8000000000000005E-2,45.732999999999997,42,46.922800000000002,0,Chemicals - Speciality - Others,41.5,19,-1073442796,247
540395              ,Chemcrux Enterprises ,10,2003,4.9362000000000004,65.661600000000007,57.449599999999997,10.6425,21.559899999999999,4,3.2300000000000002E-2,32.829999999999998,    ,0,0,,0,0,0,0,72.930000000000007,0,0,0.191,121.92610000000001,279,120.08669999999999,0,Chemicals - Speciality - Others,247,60,-1073442796,247
MGELSM              ,Mangalam Global Ent ,10,2003,24.086099999999998,23.984200000000001,574.06410000000005,3.7461000000000002,1.5552999999999999,0,1.1848000000000001,6.4800000000000004,    ,0,0,,0,0,0,0,73.469999999999999,0,0,0.26100000000000001,97.548699999999997,45,131.18700000000001,0,Chemicals - Speciality - Others,40.5,33,-1073442796,247
VSCLSM              ,Vadivarhe Speciality ,10,1903,12.7827,21.503499999999999,32.356499999999997,6.1899999999999997E-2,4.8500000000000001E-2,0,0.67359999999999998,0.22,    ,0,0,,0,1.0700000000000001,0,0,74.609999999999999,100,0,0.36099999999999999,10.801399999999999,18,28.739599999999999,0,Chemicals - Speciality - Others,8.4499999999999993,6,-1073442796,247
DCISM               ,DC Infotech and Comm ,10,2003,6,27.083600000000001,147.54499999999999,1.2697000000000001,2.1162999999999998,0,1.1773,7.8099999999999996,    ,0,0,,0,0,0,0,60,0,0,0.063,24.300000000000001,46,39.908999999999999,0,Computers - Accessories/Peripherals,40.5,39,-1073442796,247
ABINFRASM           ,AB Infrabuild ,10,1903,12.6694,14.9475,54.886699999999998,2.7704,2.1867000000000001,0,1.7286999999999999,14.619999999999999,    ,0,0,,0,0,0,0,59.189999999999998,0,0,0.17399999999999999,8.2350999999999992,14,29.081800000000001,0,Construction & Contracting,6.5,6,-1073442796,247
540923              ,Ashoka Metcast ,10,2003,10.710000000000001,19.876999999999999,1.9769000000000001,-3.2199999999999999E-2,-3.0099999999999998E-2,0,0.1099,0,    ,0,0,,0,0,0,0,43.969999999999999,0,0,0.55100000000000005,2.3883000000000001,3,4.0476000000000001,0,Construction & Contracting,2.23,2,-1073442796,247
ATALREALSM          ,Atal Realtech ,10,2003,4.9340000000000002,56.049999999999997,58.146999999999998,2.6232000000000002,5.3166000000000002,0,0.54969999999999997,9.4800000000000004,    ,0,0,,0,0,0,0,0,0,0,0,22.202999999999999,70,35.158200000000001,0,Construction & Contracting,45,45,-1073442796,247
539099              ,Athena Constructions*,10,2003,7.5,9.6364999999999998,0,-0.30399999999999999,-0.40529999999999999,0,0.46010000000000001,0,    ,0,0,,0,0,0,0,37.649999999999999,0,0,0.27000000000000002,7.6875,14,11.1447,0,Construction & Contracting,10.25,10,-1073442796,247
CKPLEISURESM        ,CKP Leisure ,10,1903,9.6343999999999994,15.0296,1.2656000000000001,-6.0567000000000002,-6.2866,0,1.3899999999999999E-2,0,    ,0,0,,0,0,0,0,52.829999999999998,0,0,0.187,2.6976,8,0.33950000000000002,0,Construction & Contracting,2.7999999999999998,3,-1073442796,247
CMMIPLSM            ,CMM Infraprojects ,10,1903,15.6732,35.4253,98.297300000000007,0.78849999999999998,0.50309999999999999,0,0.80959999999999999,1.4199999999999999,    ,0,0,,0,0,0,0,63.130000000000003,0,0,0.60999999999999999,3.9182999999999999,9,43.458599999999997,0,Construction & Contracting,2.5,2,-1073442796,247
540152              ,India Green Reality ,10,2003,12.710000000000001,21.070399999999999,17.98,-9.3100000000000002E-2,-7.3200000000000001E-2,0,0.56200000000000006,0,    ,0,0,,0,0,0,0,59.310000000000002,0,0,8.8999999999999996E-2,6.1897000000000002,7,20.835899999999999,0,Construction & Contracting,4.8700000000000001,5,-1073442796,247
542924              ,Janus Corporation*,10,2003,5.7389999999999999,24.151900000000001,28.0246,0.33779999999999999,0.58879999999999999,0,5.8999999999999999E-3,2.3799999999999999,    ,0,0,,0,0,0,0,65.090000000000003,0,0,0.12,56.988199999999999,121,56.820099999999996,0,Construction & Contracting,99.299999999999997,41,-1073442796,247
540402              ,Manas Properties ,10,2003,4.1600000000000001,83.457899999999995,0,13.9779,33.600900000000003,0,1.5800000000000002E-2,40.259999999999998,    ,0,0,,0,0,0,0,73.310000000000002,0,0,3.2000000000000001E-2,228.80000000000001,600,229.2724,0,Construction & Contracting,550,513,-1073442796,247
MANAVSM             ,Manav Infra Projects ,10,1903,6.8360000000000003,19.100000000000001,15.534599999999999,0.435,0.63629999999999998,0,0.86240000000000006,3.3300000000000001,    ,0,0,,0,0,0,0,73.120000000000005,0,0,0.28399999999999997,3.2812000000000001,6,14.4892,0,Construction & Contracting,4.7999999999999998,4,-1073442796,247
PUSHPREALMSM        ,Pushpanjali Realms ,10,1903,10.010999999999999,28.787700000000001,13.6782,-3.8083,-3.8041999999999998,0,0.82250000000000001,0,    ,0,0,,0,0,0,0,57.799999999999997,0,0,0.25,4.6551,9,25.8413,0,Construction & Contracting,4.6500000000000004,4,-1073442796,247
540796              ,Ratnabhumi Developer ,10,2003,13.699999999999999,24.6614,0.97009999999999996,0.36020000000000002,0.26290000000000002,0,1.4800000000000001E-2,1.0600000000000001,    ,0,0,,0,0,0,0,72.989999999999995,0,0,9.1999999999999998E-2,62.198,110,62.681600000000003,0,Construction & Contracting,45.399999999999999,42,-1073442796,247
RKECSM              ,RKEC Projects ,10,1903,23.990600000000001,40.005299999999998,243.9907,24.133700000000001,10.059699999999999,2,0.50170000000000003,25.140000000000001,    ,0,0,,0,0,0,0,73.969999999999999,0,0.35999999999999999,0.75700000000000001,83.967100000000002,65,99.069599999999994,0,Construction & Contracting,35,26,-1073442796,247
SECLSM              ,Salasar Exteriors ,10,    ,8.2357999999999993,10,0,0,0,0,0,0,    ,0,0,,0,0,0,0,71.329999999999998,0,0,8.2000000000000003E-2,33.7258,62,33.7258,0,Construction & Contracting,40.950000000000003,26,-1073442796,247
SHAIVALSM           ,Shaival Reality ,10,1903,11.574,9.1167999999999996,14.722200000000001,-4.9889000000000001,-4.3103999999999996,0,4.0117000000000003,0,    ,0,0,,0,0,0,0,72.620000000000005,0,0,2.9999999999999999E-2,37.615499999999997,33,98.766400000000004,0,Construction & Contracting,32.5,33,-1073442796,247
SHRADHAEQ           ,Shradha Infraproject ,10,1903,10.124599999999999,53.485500000000002,1.75,2.4277000000000002,2.3978000000000002,0.5,0,4.4800000000000004,    ,0,0,,0,0,0,0,71.950000000000003,0,0,0.28299999999999997,61.760599999999997,62,59.298200000000001,0,Construction & Contracting,61,20,-1073442796,247
SSINFRASM           ,SS Infrastructure ,10,1903,14.170299999999999,33.681100000000001,28.0518,6.2462999999999997,4.4080000000000004,0,7.2300000000000003E-2,13.08,    ,0,0,,0,0,0,0,57.640000000000001,0,0.80000000000000004,0.40799999999999997,9.6357999999999997,14,7.6878000000000002,0,Construction & Contracting,6.7999999999999998,6,-1073442796,247
543218              ,Suratwwala Business ,10,2003,17.3416,10.7516,10.7461,0.3246,0.18720000000000001,0,1.6449,1.74,    ,0,0,,0,0,0,0,73.409999999999997,0,0,0.11,43.354100000000003,25,65.943399999999997,0,Construction & Contracting,25,15,-1073442796,247
539041              ,SVP Housing ,10,2003,11.179399999999999,12.5351,9.6289999999999996,-1.4152,-1.266,0,0.82899999999999996,0,    ,0,0,,0,0,0,0,43.799999999999997,0,0,0.253,8.0490999999999993,14,10.835599999999999,0,Construction & Contracting,7.2000000000000002,6,-1073442796,247
537582              ,Unishire Urban Infra ,10,2003,24.358499999999999,10.3362,0.30520000000000003,-0.11260000000000001,-4.6199999999999998E-2,0,3.5700000000000003E-2,0,    ,0,0,,0,0,0,0,20.030000000000001,0,0,0.41799999999999998,4.2626999999999997,4,5.1163999999999996,0,Construction & Contracting,1.75,1,-1073442796,247
UNIVASTUEQ          ,Univastu India ,10,1903,11.364599999999999,17.0486,100.18899999999999,4.4722999999999997,3.9352999999999998,0,1.3877999999999999,23.079999999999998,    ,0,0,,0,0,0,0,73.469999999999999,0,0,0.57099999999999995,36.253,48,58.452599999999997,0,Construction & Contracting,31.899999999999999,26,-1073442796,247
543241              ,Veer Global Infracon ,10,2003,6.4977,18.7437,8.5547000000000004,0.1759,0.27079999999999999,0,0.016,1.4399999999999999,    ,0,0,,0,0,0,0,0,0,0,0,18.843299999999999,31,18.959399999999999,0,Construction & Contracting,29,28,-1073442796,247
542046              ,Vivid Mercantile ,10,2003,10.025600000000001,16.858899999999998,30.007100000000001,-4.0800000000000003E-2,-4.0800000000000003E-2,0,0,0,    ,0,0,,0,0,0,0,45.229999999999997,0,0,3.6999999999999998E-2,25.064,37,24.984999999999999,0,Construction & Contracting,25,8,-1073442796,247
542801              ,Misquita Engineering ,10,2003,2.694,19.378900000000002,6.5110000000000001,0.47999999999999998,1.7817000000000001,0,0.73309999999999997,9.1899999999999995,    ,0,0,,0,0,0,0,73.420000000000002,0,0,9.6000000000000002E-2,16.164000000000001,80,18.969000000000001,0,Consumer Electronics,60,32,-1073442796,247
542683              ,Suich Industries ,10,1803,15.244199999999999,27.909800000000001,175.22630000000001,6.2061000000000002,4.0712000000000002,0,0.83830000000000005,14.58,    ,0,0,,0,0,0,0,69.719999999999999,0,0,0.33800000000000002,9.6037999999999997,20,41.055300000000003,0,Consumer Electronics,6.2999999999999998,6,-1073442796,247
MDLSM               ,Marvel Decor ,10,1903,17.040099999999999,25.514299999999999,34.003500000000003,3.8694000000000002,2.2707999999999999,0,0.1154,8.9000000000000004,    ,0,0,,0,0,0,0,72.909999999999997,0,0,0.39200000000000002,38.851500000000001,28,43.247500000000002,0,Decoratives - Wood/Fibre/Others,22.800000000000001,17,-1073442796,247
542579              ,Ashapuri Gold Ornam ,10,2003,21.292999999999999,21.1221,120.5821,0.47360000000000002,0.22239999999999999,0,3.2000000000000002E-3,1.05,    ,0,0,,0,0,0,0,72.989999999999995,0,0,0.156,89.430599999999998,42,87.030100000000004,0,Diamond Cutting/Precious Metals/Jewellery,42,28,-1073442796,247
DPABHUSHANEQ        ,D P Abhushan ,10,1903,22.254799999999999,23.756399999999999,812.13229999999999,11.7906,5.298,0,1.8369,22.300000000000001,    ,0,0,,0,0,0,0,74.719999999999999,0,0,0.309,196.7328,135,286.62079999999997,0,Diamond Cutting/Precious Metals/Jewellery,88.400000000000006,38,-1073442796,247
540936              ,Gautam Gems ,10,2003,10.067,13.469799999999999,328.1703,0.57350000000000001,0.56979999999999997,0,5.1999999999999998E-2,4.2300000000000004,    ,0,0,,0,0,0,0,50.810000000000002,0,0,0.126,25.1675,62,25.166399999999999,0,Diamond Cutting/Precious Metals/Jewellery,25,24,-1073442796,247
540953              ,Kenvi Jewels ,10,2003,10.110300000000001,12.104699999999999,34.699199999999998,0.23230000000000001,0.2298,0,0.127,1.8899999999999999,    ,0,0,,0,0,0,0,65.099999999999994,0,0,8.6999999999999994E-2,13.648999999999999,17,15.1616,0,Diamond Cutting/Precious Metals/Jewellery,13.5,8,-1073442796,247
LGHLSM              ,Laxmi Goldorna House ,10,1903,20.8719,13.575100000000001,73.417699999999996,0.66810000000000003,0.3201,0,0.66869999999999996,2.3500000000000001,    ,0,0,,0,0,0,0,73.549999999999997,0,0,5.0999999999999997E-2,31.3078,16,46.414400000000001,0,Diamond Cutting/Precious Metals/Jewellery,15,15,-1073442796,247
MOKSHSM             ,Moksh Ornaments Ltd. ,10,1903,10.731999999999999,28.530999999999999,380.8664,4.7983000000000002,4.4710999999999999,0,1.6174999999999999,15.67,    ,0,0,,0,33.68,0,0,74.719999999999999,0,0,0.38,28.976400000000002,36,55.611600000000003,4.4798,Diamond Cutting/Precious Metals/Jewellery,27,21,-1073442796,247
541444              ,Palm Jewels*,10,2003,10.040900000000001,13.7789,47.452599999999997,0.063,6.2799999999999995E-2,0,5.5500000000000001E-2,0.45000000000000001,    ,0,0,,0,0,0,0,57.969999999999999,0,0,3.4000000000000002E-2,38.1556,39,38.845399999999998,0,Diamond Cutting/Precious Metals/Jewellery,38,9,-1073442796,247
539401              ,Patdiam Jewellery Lt ,10,2003,4.3170000000000002,84.113200000000006,62.606000000000002,1.7452000000000001,4.0426000000000002,0,0.32190000000000002,4.7999999999999998,    ,0,0,,0,0,0,0,74.140000000000001,0,0,0.13500000000000001,36.694499999999998,94,43.735799999999998,0,Diamond Cutting/Precious Metals/Jewellery,85,60,-1073442796,247
PENTAGOLDSM         ,Penta Gold ,10,1903,12.725,26.6069,367.11020000000002,2.9853000000000001,2.3460999999999999,0,1.9241999999999999,8.8100000000000005,    ,0,0,,0,0,0,0,71.700000000000003,0,0,5.6000000000000001E-2,36.584299999999999,39,85.227599999999995,0,Diamond Cutting/Precious Metals/Jewellery,28.75,15,-1073442796,247
540125              ,Radhika Jeweltech*,10,2003,23.600000000000001,58.482100000000003,171.8432,12.8056,5.4260999999999999,0.5,0.17380000000000001,9.2699999999999996,    ,0,0,,0,0,0,0,63.649999999999999,0,0,0.56899999999999995,35.399999999999999,22,40.872999999999998,0,Diamond Cutting/Precious Metals/Jewellery,15,14,-1073442796,247
543171              ,RO Jewels ,10,2003,2.8319999999999999,34.7273,125.35850000000001,-9.3799999999999994E-2,-0.33119999999999999,0,0,0,    ,0,0,,0,0,0,0,45.259999999999998,0,0,8.6999999999999994E-2,9.3458000000000006,37,9.3400999999999996,0,Diamond Cutting/Precious Metals/Jewellery,33,23,-1073442796,247
542034              ,S M Gold ,10,2003,10.0375,12.803000000000001,28.5764,0.1406,0.14019999999999999,0,0.31340000000000001,1.0900000000000001,    ,0,0,,0,0,0,0,62.630000000000003,0,0,0.055,22.333400000000001,25,26.3446,0,Diamond Cutting/Precious Metals/Jewellery,22.25,20,-1073442796,247
540715              ,Sagar Diamonds*,10,2003,12.643700000000001,41.188899999999997,1970.4907000000001,7.4645000000000001,5.9036999999999997,0,9.2200000000000004E-2,14.33,    ,0,0,,0,0,0,0,73.25,0,0,0.30199999999999999,10.747199999999999,19,8.1770999999999994,0,Diamond Cutting/Precious Metals/Jewellery,8.5,6,-1073442796,247
SHUBHLAXMISM        ,Shubhlaxmi Jewel Art ,10,1903,8.3040000000000003,15.2125,51.512599999999999,1.0039,1.2090000000000001,0,0.52939999999999998,7.9400000000000004,    ,0,0,,0,0,0,0,69.730000000000004,0,0,0.39600000000000002,10.9612,118,17.076699999999999,0,Diamond Cutting/Precious Metals/Jewellery,13.199999999999999,12,-1073442796,247
SILGOSM             ,Silgo Retail ,10,1903,6.6660000000000004,16.3752,21.671199999999999,1.2307999999999999,1.8465,0,0,11.27,    ,0,0,,0,0,0,0,73.650000000000006,0,0,0.062,29.330400000000001,44,29.227699999999999,0,Diamond Cutting/Precious Metals/Jewellery,44,39,-1073442796,247
541967              ,Sky Gold ,10,2003,5.3719000000000001,88.3416,721.88639999999998,5.8178999999999998,10.8302,0,1.2341,12.25,    ,0,0,,0,0,0,0,73.540000000000006,0,0,0.10199999999999999,97.500699999999995,205,155.68950000000001,0,Diamond Cutting/Precious Metals/Jewellery,181.5,180,-1073442796,247
SONAHISONASM        ,Sona Hi Sona Jewell ,10,1903,16.785299999999999,11.479100000000001,67.1798,0.3886,0.23150000000000001,0,1.2597,2.0099999999999998,    ,0,0,,0,0,0,0,73.180000000000007,0,0,0.047,15.442500000000001,16,27.551100000000002,0,Diamond Cutting/Precious Metals/Jewellery,9.1999999999999993,9,-1073442796,247
540492              ,Starline Precious St ,10,2003,21.614999999999998,10.8683,10.383100000000001,-0.1706,-7.8899999999999998E-2,0,0,0,    ,0,0,,0,0,0,0,55.859999999999999,91.099999999999994,0,0.28699999999999998,166.2193,79,166.2046,0,Diamond Cutting/Precious Metals/Jewellery,76.900000000000006,19,-1073442796,247
541338              ,U H Zaveri ,10,2003,6.1163999999999996,21.389299999999999,6.5518000000000001,3.5200000000000002E-2,5.7599999999999998E-2,0,0.0063,0.26000000000000001,    ,0,0,,0,0,0,0,63.75,0,0,0.13800000000000001,6.4222000000000001,20,5.1135999999999999,0,Diamond Cutting/Precious Metals/Jewellery,10.5,10,-1073442796,247
540252              ,Veeram Securities ,10,2003,10.0854,10.311,19.958100000000002,1.0981000000000001,1.0888,0,0.57110000000000005,10.550000000000001,    ,0,0,,0,0,0,0,49.729999999999997,0,0,5.0000000000000003E-2,45.384399999999999,45,45.449199999999998,0,Diamond Cutting/Precious Metals/Jewellery,45,17,-1073442796,247
541083              ,Inflame Appliances ,10,2003,6,12.597200000000001,15.3856,-4.2564000000000002,-7.0941000000000001,0,1.1972,0,    ,0,0,,0,0,0,0,70,0,0,0.193,55.200000000000003,131,63.825699999999998,0,Domestic Appliances,92,58,-1073442796,247
HPILSM              ,Hindprakash Industri ,10,1903,10.424099999999999,21.474799999999998,96.655900000000003,2.8633000000000002,2.7469000000000001,0,0.78169999999999995,12.789999999999999,    ,0,0,,0,0,0,0,72.370000000000005,0,0,0.20000000000000001,48.003,46,62.819699999999997,0,Dyes & Pigments,46.049999999999997,40,-1073442796,247
MAHICKRASM          ,Mahickra Chemicals ,10,2003,8.1220999999999997,23.334700000000002,94.277500000000003,2.9929999999999999,3.6850999999999998,0,0.31850000000000001,15.789999999999999,    ,0,0,,0,0,0,0,47.039999999999999,0,2.8799999999999999,0.34100000000000003,66.4392,94,71.178899999999999,0,Dyes & Pigments,81.799999999999997,70,-1073442796,247
PROLIFESM           ,Prolife Industries ,10,1903,4.0940000000000003,29.615500000000001,29.6693,2.0356000000000001,4.9722,0.29999999999999999,0.58989999999999998,16.780000000000001,    ,0,0,,0,0,0,0,73.739999999999995,0,0,0.13500000000000001,16.110199999999999,40,22.168099999999999,0,Dyes & Pigments,39.350000000000001,26,-1073442796,247
542232              ,Shankar Lal Rampal ,10,2003,10.661099999999999,37.283700000000003,132.60489999999999,2.6949000000000001,2.5278,0,0.3775,6.7800000000000002,    ,0,0,,0,0,0,0,73.510000000000005,0,0,8.4000000000000005E-2,38.380000000000003,53,48.685600000000001,0,Dyes & Pigments,36,31,-1073442796,247
UCLSM               ,Ushanti Colour Chem ,10,1903,7.3017000000000003,31.045999999999999,40.203400000000002,2.2391000000000001,3.0667,0,0.4153,9.8699999999999992,    ,0,0,,0,0,0,0,74.329999999999998,0,0,0.254,24.825700000000001,50,31.105499999999999,0,Dyes & Pigments,34,21,-1073442796,247
MKPLSM              ,M K Proteins ,10,1903,4.1707999999999998,41.100499999999997,156.77289999999999,1.6431,3.9397000000000002,0,1.5122,9.5800000000000001,    ,0,0,,0,0,0,0,74.819999999999993,0,0,4.3999999999999997E-2,33.282899999999998,84,59.201599999999999,0,Edible Oils & Solvent Extraction,79.799999999999997,67,-1073442796,247
541974              ,Manorama Industries ,10,2003,11.1279,114.36,188.24289999999999,23.334900000000001,20.969799999999999,0,0.93520000000000003,18.329999999999998,    ,0,0,,0,0,0,0,61.329999999999998,0,0.17000000000000001,0.42399999999999999,589.72349999999994,840,672.37189999999998,0,Edible Oils & Solvent Extraction,529.95000000000005,238,-1073442796,247
